Date,Time,ID,Status
2025-01-15,21:29:30,11868429,In
2025-01-15,21:29:33,11868429,Out
2025-01-15,21:29:35,11868429,In
2025-01-15,21:29:37,11868429,Out
2025-01-15,21:29:45,11868429,In
2025-01-15,21:29:47,11868429,Out
